text,label,categories
"Me volví adicto a esta clase: los temas de debate son muy interesantes, hay poquitos trabajos escritos, y casi toda la nota sale del parcial, el final (como 35% cada uno) y dos ensayos. Es muy amable con sus estudiantes y tiene en cuenta tu esfuerzo y dedicación en la materia para subirte la nota final.",BAJO,DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"Nunca pensé que la sociología me fuera a interesar. Desde que empecé a ir a su clase, sentí que el semestre se me pasó volando. En resumen: la clase es genial, los trabajos escritos no son para nada difíciles, más bien te dejan intrigado y te retan de buena forma. Es muy poco probable que te arrepientas si metes esta materia.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
"No sabe enseñar. Las primeras 3 veces que fui, me di cuenta de que solo habla de su vida y ya. Luego las otras 4 veces que fui fue para saber cuándo íbamos a tener parcial. Eh, bueno, íbamos muy atrasados así que a todos nos puso 4.5 en el segundo parcial, eliminando la peor nota de las dos. Un 5 regalado, pero no vas a aprender ni mierda. Mejor ni se asomen por ahí.",ALTO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN
"¿quieren un profesor como del siglo pasao q da unas clases rre enredadas y q dan tanto sueño q te provocan arrancarte los ojos? tonces este psicologo hungaro q se llama erdelyi es su man ps! no aprendes ni mierda en su clase. no llama a lista. da 2 parciales y un final. quitando eso, es rre bna gente. seguro sufre de amnesia chamo.",MEDIO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL
"Vi clase con él en mi primer semestre y lo único que me acuerdo es que tiene una esposa asiática de la que hablaba casi todo el tiempo y jodía con que menos mal tiene puesto asegurado en la U. Le puse un 5 en dificultad porque llegué totalmente crudo a los parciales ya que el man no enseñó nada. Hasta me gritó una vez porque le hice muchas preguntas, literalmente me gritó por mostrar interés.",ALTO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Le encanta hablar carreta de su vida entera. No esperen que se apegue al tema. Casi todo lo que aprendan en esta clase va a ser del libro, no de él. Solo llamó a lista como 3 veces, así que un montón de gente capó sus clases y solo se leía el libro. Pero no dejó ensayos ni tareas. Aparte de eso, es amable.",MEDIO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL
"Es un profe muy querido y relajado. Sí se va por las ramas durante las clases. Por desgracia, no alcanzamos a terminar todos los capítulos y temas durante mi semestre de otoño del 14. Sinceramente creo que ya está viejito, pero no es un MAL profesor. Aunque solo llamaba a lista A VECES, es mejor ir para saber qué va a salir en los parciales. Cero tareas.",BAJO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
"soy de tercer año y meti con el en mi primer semestre en BC. su materia todavia es la unica en mi VIDA en la q saque 3.0. sus parciales no tienen ni culo q ver con el libro, y sus clases no tienen sentido. escribo esto xq kiero q otros no cometan la misma cagada q yo ps. NO LA METAN CON EL!",ALTO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"¡La clase del profesor Erdelyi fue horrible! No solo NO le saqué provecho a su clase, sino que fue la primera vez que saqué un 3.0. ¡Siempre he sacado de 4.0 pa' arriba en mis materias de psicología! Se desvía del tema en un segundo, ¡así que terminas SÚPER PERDIDO! Es TAN DESORGANIZADO, ¡hay gente a la que no la deberían dejar enseñar! POR FAVOR no metan con él, o se van a arrepentir como yo.",MEDIO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN
"nota rre facil ps! nomas vallan, casi ni tube q prestar atencion, nunca abri el libro e igual pase. nomas 2 parciales y la nota mas paila no cuenta. es mas un profe d echar cuentos, casi q d su vida y guevonadas q pasan en el salon.",BAJO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Es re desorganizado, sales de la mayoría de las clases sintiendo que no aprendiste un carajo. Como la asistencia no es obligatoria, te dan ganas de no perder el tiempo y quedarte en la casa. Igual es buena gente, así que no es cuchilla para calificar.",MEDIO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
Tiene que enfocarse más en el tema de la clase.,MEDIO,DESEMPEÑO DOCENTE
"Súper enredado y lento. A cada rato se va por las ramas hablando de cualquier pendejada. La clase avanza lentísimo porque se la pasa haciendo comentarios sueltos sobre los estudiantes que hablan, llegan tarde o que simplemente están ahí sentados sin hacer nada. Quiero dejar claro lo lento que es. Estamos en noviembre y nuestro primer parcial fue el lunes pasado. Aunque no deja trabajos.",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"El Dr. Khanal sabe de su tema, pero no siempre es el más claro para explicar. Las tareas a veces traen instrucciones súper enredadas. Pero en casi todos los laboratorios te explica paso a paso lo que tienes que hacer.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
harihar khanal es rre buena gnte y la vdd sabe d mates. pero su acento lo hace rre dificil de entender y aprenderle es un camello. no contesta rapido los correos y t pierde trabajos si se los das fuera d clase. intenta ser chistoso pero son chistes malos ps.,ALTO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL | DESARROLLO DEL CONOCIMIENTO
"Soy de tercer año con un promedio de 5.0 y es el peor profesor que he tenido en mi vida. Se salta pasos cuando explica y deja a todo el mundo perdido. Nunca está en su oficina durante su horario de atención. Siempre llega tarde a clase y se la pasa contestando mensajes y llamadas. Pone tareas en el programa de la materia, nunca habla de ellas y después espera que las hayas hecho. ¡No metan con él!",ALTO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"No volvería a meter clase con él. Es buena gente, pero la verdad es lo único bueno. No usa libro de texto ni ningún otro material de apoyo en clase y es dificilísimo entenderle. Se inventa sus propios ejemplos para explicar y deja a la clase dudando si lo que escribió en el tablero está bien o no. Califica de forma súper vaga.",MEDIO,DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Clase yuca para pasar. Al principio cuesta un poquito entenderle, pero después de un par de clases le agarras el tiro. ¡Hace unos chistes buenísimos en clase! El Dr. Khanal te deja cambiar tu nota más bajita por la del final si sacaste más, el final es de opción múltiple. Da puntos por el procedimiento en todo. Los quices son breves y los parciales medio duros. No da puntos extra.",BAJO,DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"A este profesor le encanta enseñar y no te enreda la vida con la clase. Si no entiendes, te vuelve a explicar y tiene en cuenta tus dificultades a la hora del examen. Es de esos profes que se preocupan por tu promedio y por que aprendas. Volvería a meter clase con él. Se gana el sueldo.",BAJO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
es un bn profe dps d q t acostumbras a el ps. te demoras como una semana en entender su acento pero si c la aguantas te va a ir bn en clase. rrepasa todo rre bn y da buenos resumenes pal parcial. la tarea es bn facil y es super rrelajado calificando con el procedimiento en los parciales. en general es rre bno,BAJO,DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN
Es un profe chévere. En su materia van a haber muchos proyectos. Asegúrense de ser buenos en MATLAB. Califica suave y sus parciales son muy fáciles. Sugiero meter clase con este profesor.,BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"La primera semana me dio mucha rabia por su acento, pero con el tiempo le vas entendiendo. Hace que la clase sea súper fácil de entender, te echa una mano con las tareas y quices, y da un repaso que literal es el mismo examen. ¡Increíble profe para ver cálculo!",BAJO,DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Tiene un acento indio fuertísimo. Después de la primera semana ya se le entiende más. Manda 10 tareas que valen para la nota. Hace un montón de ejemplos en el tablero y relaciona los problemas con otras materias, como Física 1, o con cosas de la vida real. Es un gran profe, y aprendí un montón.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
"al principio cuesta entender su acento, pero dps t acostumbras ps. deja tarea como una vez a la semana, y t colabora si tienes dudas el mismo dia q toca entregarla. arma examenes de practica identicos a los parciales reales, lo cual alluda burda.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Uno de los profes más barcos de la universidad. Muy comprensivo y relajado. Súper colaborador cuando vas a su oficina. Hace 3 parciales y un final, pero el final es opcional, así que si te va bien en los primeros parciales y las tareas, la sacas del estadio. Si te tiraste 2 parciales, él te cambia la nota final por 1 de esos para que saques mejor nota. Les recomiendo meter clase con él.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"Excelente profe, a veces es difícil entenderle. Ama enseñar y es SÚPER colaborador si vas a sus horas de tutoría a preguntar.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
"¡Gran profe! Muy colaborador y súper empeñado en ayudarte a pasar, especialmente si no tienes buenas bases en matemáticas. Cumple sagradamente sus horas de atención, así que visítalo cuando tengas dudas. Es un tipo súper relajado. Un consejo... asegúrate de repasar trigonometría porque la vas a necesitar.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"Le mete muchas ganas a la hora de enseñar, sin embargo no deja usar la TI-83 o la 89 en ninguno de sus parciales.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"profe rre interesante, acento chistoso, a vcs es vacano. las tareas son breves al ppio pero se ponen peludas pal final. quita el quiz y tarea mas paila y te deja las mejores. EL FINAL ES OPCIONAL!!!!! metan con el.. pueden sacar el libro de la biblioteca xq nomas lo necesitan pa las tareas... t ahorras resto d plata ps",BAJO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Tomen nota de CADA PALABRA que sale de su boca. Les VA a preguntar sobre eso en el parcial. También léanse el texto porque igual les va a salir en el examen. En total son como 120 preguntas de opción múltiple en 2 horas. También da nota por no faltar a clase. De resto, es un buen profe, súper justo y directo al grano, y la clase es interesante.",BAJO,PROCESOS DE EVALUACIÓN | DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL
"Si los parciales no fueran tan específicos, diría que esta clase es interesante y se la recomendaría a otros. Los exámenes se dejan hacer, pero ojo, muchas preguntas tienen detallitos bobos que uno olvida facilito. Claro que se puede sacar buena nota, pero tengan en cuenta que los parciales son más mamones de lo necesario.",MEDIO,PROCESOS DE EVALUACIÓN
"mucha info... no kieres faltar a clase xq si t pierdes un solo apunte, te puedes tirar 20 preguntas del parcial marico!",MEDIO,DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN
El otro semestre voy a meter psicología social... y masculinidad con él... ¿es mucho Brannon para un solo semestre o sí sobrevivo?,BAJO,SIN CATEGORÍA
"No les voy a mentir, sus parciales no eran fáciles, pero si ibas a clase y tomabas buenos apuntes, te debería ir súper bien. La curva no me sirvió de mucho porque me iba bien en los exámenes, pero si te va mal, ayuda un montón. Lo recomiendo.",BAJO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Brannon es el mejor profesor de psicología. Es claro, apasionado y extremadamente justo. No metas esta clase si te da miedo trabajar duro; hay una cantidad enorme de apuntes y lecturas, pero es interesante. Estudiantes de psicología: no se pierdan ninguna de las clases que ofrece.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
"a ver no se d q ablan tods, esta clase es reee aburrida y ladilla. es una locura la cantidad d apuntes q da en tooodas las clases y cmo t clava hasta el ultimo detalle en el parcial. el examen es re yuca y toca memorizar burda, pero da tremenda curva. aunq uff.. demasiados apuntes todos los dias, no se puede faltar a ni mierda ps!",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Es genial, la clase no es que sea muy emocionante porque literal solo se sienta y da la clase magistral, pero es un duro y es re fácil pasar con él.",BAJO,DESEMPEÑO DOCENTE
"Brannon es un profe re aburrido. Toca copiar hasta cuando respira, todo va a salir en el parcial. Lo que te lees del libro no se habla en clase y fijo sale en el parcial. Aunque es cuchilla, es un profe increíble que da buenas curvas en las notas. ¡METANLA CON EL!",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Esta clase fue brutal. MUCHÍSIMOS apuntes, cada clase era hasta el último minuto y dejaba como 5 páginas de notas diarias. Si tomas buenos apuntes y estudias, ¡te va SÚPER bien! Da una curva GIGANTE en cada parcial, así que de verdad te puede ir súper bien. Los exámenes son como de 100 preguntas de selección múltiple y algunas opciones van de la a a la g, pero de resto es muy chistoso y es buena clase.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Qué clase tan chévere. Me eché unas buenas risas y aprendí datos curiosos. Es súper buena gente, los parciales son largos pero nada para morirse de estrés. Debería haber más profes como él.",BAJO,DESEMPEÑO DOCENTE
"los parciales son re largos y t pueden salir con cualquier mariquera q el haya dicho en clase o q t mandó a leer. ademas cada pregunta tiene de 6 a 9 opciones ps. eso si, si tomas buenos apuntes, esta materia es un paseo. si t duermes o faltas a clase, no vas a poder rresponder algunas preguntas del examen weon.",MEDIO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Da su hora y media de clase completica, así que prepárense para copiar un montón. Sus 2 parciales son de 100 preguntas de opción múltiple, así que les toca clavar codos estudiando. Lo bueno es que da una re curva en las notas.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"puede q sea aburrido pero si tomas buenos apuntes t ira bn. no t olvides de leer el libro, es re importante. su curva es inmensa y es re breve sacar 5.0. eso si tienes q estudiar con tiempo ps.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Tremenda curva, muchos apuntes pero si eres bueno copiando en clase te va a ir súper. Sin duda lo recomendaría. GRAN PROFE.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Gran profesor. Tienen que repasar sus apuntes y el libro para que les vaya bien en el parcial de 100 preguntas, pero las preguntas van súper al grano. Clase muy interesante.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Es una clase súper interesante. Eso sí, hay que tomar muchísimos apuntes. Los exámenes tienen más de 100 preguntas, pero te regala una buena curva en las notas. Es un profesor muy buena gente y da clases muy interesantes.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"da dos parciales en to el semestre. pero cada parcial tiene como mas de 100 preguntas y aveces son re raras. da tremenda curva y toca no faltar pa sacar una nota decente, y las clases no estan tan pailas ps. ademas q es el unico q da esta materia.",BAJO,DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN
"El profe Brannon es muy bueno. Hace 2 parciales pero son súper directos. Prácticamente los exámenes salen de los apuntes de clase (prepárense para copiar un montón) y algo del libro. Da una curva excelente. Si sacas la nota más alta en el parcial de mitad de semestre, te exime del final. Buen profe.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"El profe Lecker es de esos que se nota a leguas que sabe de lo que habla desde su punto de vista como profesor. Si no eres de la carrera de inglés, vas a andar súper perdido y frustrado en esta clase. No es muy tratable y tampoco es que se mate ayudando a que uno entienda. Y con los parciales, es súper vago.",MEDIO,DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
de verdad me puso a reflexionar sobre qué significa odiar a la gente...,BAJO,DESARROLLO DEL CONOCIMIENTO
sabe su tema y tal... pero no ayuda ni pio a los alumnos ps. es un profe re distante y cero accesible. y pa calificar es RRE cuchilla. no metan con el a menos q sean de la carrera de ingles!,MEDIO,DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"ya ni le interesa, se le nota de lejos",MEDIO,DESEMPEÑO DOCENTE
"clase burda d aburrida ps. c hace el q te kiere conocer, pero en el fondo solo kiere q pienses igualito a el con sus interpretaciones. es un dolor d cabeza aguantarse sus clases weon.",MEDIO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"Lecker es una bacanería. Hablen con él. Conózcanlo. No se pongan a la defensiva por el supuesto ""ego"" del que todo el mundo se queja acá, y dejen que les abra un poquito la mente... les puede gustar lo que vean o de pronto no, pero de cualquier forma, ver clase con él es clave para aprender a debatir sobre arte.",BAJO,DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL
"no es muy inteligente q digamos, y es mas narcisista q un putas. si de casualidad lo haces sentir atacado tu nota VA A PAGAR LAS CONSECUENCIAS, xq su forma de calificar depende 100% de como le caigas",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"De verdad le apasiona la Literatura Canadiense, y es de los mejores profesores para meter clase si quieres aprender más de ese tema. Te mete en una rutina de escribir a toda hora que a veces es pesada, pero te mantiene activo. A veces da cosita hablar en sus clases, pero hay asesorías y un foro de debate.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
"Arma los trabajos a propósito para que todo el mundo llegue a clase habiendo leído, y pa ayudar a la gente a no quedarse atrás y que les vaya bien. Era duro tener que entregar un mini ensayo dos veces a la semana, pero después nos dejaba corregirlos y entregábamos todo lo del mes de una para sacar la nota. Cero parciales o finales. Le encanta que participemos y que vayamos a su oficina.",BAJO,DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL
la gnt q le tira a lecker es xq no hace ni mierda en la clase. el man es MAS q colaborador - siempre le dice a uno q valla a las asesorias. le gusta q uno participe y eso hace la clase mas chevere. metan la materia con el. tipazo.,BAJO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"El profe Lecker me cambió la forma de ver la vida, me ayudó a redactar mejor y hasta me guio para encontrar mi carrera: todo en un solo semestre. Sus clases me parecieron fascinantes... aunque el curso que vi con él era más un seminario de 20 personas, no una clase magistral. Siempre mostraba mucho interés en sus estudiantes y echarse una pasada por su oficina es lo mejor. Te exige bastante y es genial.",BAJO,DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
"Es la profesora más linda, chistosa y dramática de la vida. La información que da es súper organizada y siempre da chance para ganar puntos extra.",BAJO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"La clase era interesante. A veces nos íbamos por las ramas pero casi siempre volvíamos al tema. Hace 3 parciales y no son naaada fáciles. A mí no me fue tan bien, pero de pronto fue en parte culpa mía. Sus exámenes son durísimos y con mucho texto. No da puntos extra por más que los necesites. ¡Suerte con eso!",MEDIO,DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN
"a lo bn, de las mejores profes q e tenido en brooklyn college! es un cague de risa, y hace q la clase sea rre divertida. ¡metanla con ella antes d q c valla de brooklyn college!",BAJO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
es genial en todo sentido muy eficiente,BAJO,DESEMPEÑO DOCENTE
"es bna profe ps, sus parciales no tienen tantas preguntas pero toca camellarle y c puede demorar uno. hace quices antes de los parciales q nunca t los entrega a tiempo y lo mismo pasa cn los parciales. t deja sacar una hojita de apoyo. traten de meter el lab con tahell xq natasha c la pasa repitiendo todo lo q sarah ya explico y eso no ayudo pa un culo. deja tarea todos los lunes. la recomiendo.",MEDIO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"¡EXCELENTE PROFESORA! Es chistosa, pilísima y deja clarísimo lo que espera de uno. ¡NO FALTEN a clase ni al laboratorio, se van a arrepentir! La clase va a mil por hora y no es fácil, pero ella explica todo al detalle. Lean el libro, hagan la tarea y estudien... vayan a las tutorías del Centro de Aprendizaje si lo necesitan. Hagan exactamente lo que ella dice y les va a ir súper bien.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
qué tal son los parciales? cómo es la vuelta con esta clase? q tal califica?,BAJO,SIN CATEGORÍA
c desvia del tema en 2 segundos y no da ni la mitad de lo q tenia pensao pa la clase ps. ademas c demora una vida pa calificar los trabajos,MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
Parece que no se sabe completo el tema que enseña (solo le presta atención a lo que le gusta pero no a la materia como tal). Igual en general no está tan mal.,MEDIO,DESARROLLO DEL CONOCIMIENTO
le digo a cualkiera q tenga q ver estadistica q fije y la metan con eya ps. esplica todo full bn y se asegura q todo el mundo coja el hilo. es rre animada y eso ayuda resto pa una clase d stats- sobre to en la noche q uno ta mamado!,BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
"¡Sarah ES LA MEJOR profesora! ¡Lejos la mejor clase que he tenido en Brooklyn College! No solo es divertida, le apasiona lo que hace y nunca me quería perder una clase. Te la pone fácil para que pases con buena nota. Es demasiado chévere. La admiro un montón. Camina como si fuera la ""dueña del lugar"" de la confianza que tiene.",BAJO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"excelente profe. es rre positiva, le mete ganas, y explica esos temas todos enredados d una forma súper clara. logra q esta clase sea vacana y chevere q ya d x si es un logro tremendo. tmbn, no c pone con esas pendejadas d kerer demostrar q es mas q uno, como c la pasan aciendo otros profes. la super recomiendo ps.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
gracias profe. me gusto su clase ps.,BAJO,INTEGRACIÓN INTERPERSONAL
"Totalmente de acuerdo, no es la MEJOR profesora, pero entretiene y los temas son bastante interesantes. Su estilo y forma de vestir son geniales, pero oigan, qué onda con esa chaqueta de sofá... ¡¡parece que hubiera agarrado un sofá viejo y se hubiera hecho una chaqueta con él!!",BAJO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"Los parciales pueden ser pesados, pero te prepara súper bien en sus clases. Mantiene a la gente enganchada contando historias y haciendo chistes a cada rato. La asistencia solo vale el 4% de la nota, pero si no vas a clase, prepárate pa perder.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Coherente, ordenado, un teso en el tema; 4 parciales pesaditos, TIENEN que estudiar. Hay que ir a clase, es un gallo desatrasarse si uno falta. Echa cuentos de la vida real; tiene su toque de humor; te ayuda a prepararte para los parciales si vas a las tutorías. Necesitas copiar para entender las diapositivas. De pronto pasas sin leer el libro, pero ayudan bastante. Un profe de primera.",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"un tipo rre chistoso pero casi nadie le agarra los chistes nunca. sabe burda de su tema y c pone a charlar cn uno si le haces buenas preguntas ps. aunq a vcs c le sale lo sarcastico, c nota q no le fascina dar clases. los parciales salen LITERAL de los textos, ni c les ocurra confiarse nomas d las diapositivas. si les cuadra el tema, este man d vdd alluda pero no esperen q sea un paseo",BAJO,DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"Es de los mejores profes en BC. El Dr. K sabe muchísimo de Neurociencia. Sus clases son medio aburridas, pero tiene las mejores anécdotas para contar, lo que ayuda a que se te quede pegado el tema. ¡También es graciosísimo! Y sí, sus exámenes son duros, así que te toca llevar el estudio al día. ¡Si pueden, metan clase con él!",BAJO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"De las mejores cosas que me han pasado en la vida fue tenerlo de profesor, me da pesar que ya se haya acabado el semestre. Es brillante.",BAJO,DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL
"Si eres de los que les va paila en los parciales o literalmente tienes vida y te toca camellar pa pagar la U, no metas NADA con el profesor Kurylo. Su materia es 96% parciales y 4% asistencia. Cero puntos extra, cero proyectos y cero exposiciones. Le vale huevo si la pierdes :(",MEDIO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"Al principio pensé que era rarísimo, pero le terminé cogiendo cariño a sus rarezas. Me encanta su sarcasmo. Nomas presto atención para agarrar los poquitos chistes sarcásticos que suelta. Buen tipo. Explica claro. También hace caras chistosas sin darse cuenta. Es súper interesante jaja",BAJO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
El profe Kurylo no es el típico profesor de universidad que nomás quiere que te memorices un montón de vainas pa que después las vomites en un papel. De verdad espera que le eches cabeza. En sus parciales te sirve más entender el por qué de las cosas en vez de ponerte a estudiar como una máquina.,BAJO,DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN
"Es la tercera vez que meto clase con Kurylo y todavía me encanta su forma de enseñar y de evaluar. Los parciales son medio yucas pero siempre hace curva, y mientras tomes buenos apuntes te va a ir súper. Ah, y léanse las historias y miren los gráficos del libro, casi siempre sale al menos una pregunta de eso en el parcial.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"es un bacan. la nota entera sale d parciales ps. la asistencia vale nomas el 4%, pero les rrecomiendo ir a toodas las clases xq el man explica to con pto y seña. unos dias ants del parcial pasa los apuntes d las clases, aprendanse eso d memoria y les ira d lujo. los parciales son d rrespuestas cortas, aunq en algunas nomas toca poner una sola palabra. me hizo cagar d rrisa fijo meto otra vez con el!",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
Vi clase con él y me la pasé bien. Dio curvas en las notas y saqué 4.0 sin matarme estudiando. Tienen que pararle mucha bola en clase y copiar. Es un tipo súper inteligente. Tira un par de chistes que casi todo el salón ni los agarra.,BAJO,PROCESOS DE EVALUACIÓN | DESARROLLO DEL CONOCIMIENTO
"Clase súper interesante. Explica bien las cosas. Los parciales no son un paseo pero el man es bastante suave a la hora de calificar. Tu nota final son solo los exámenes, así que si te tiras un parcial, te va a quedar bajita la materia.",BAJO,DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN
"Tomé tanto Psicología Fisiológica como Neuropsicología Humana con el Profe Kurylo y ambas clases fueron increíbles. Es muy sarcástico, lo que hace que aprender sea entretenido. Presten atención en clase, lean los capítulos que manda y les debería ir bien. Es un tipo inteligente, metan clase con él.",BAJO,DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
CLASE RE YUCA ps. el profe sabe burda pero la vdd no tiene ni idea de como enseñar. su clase es el bostezo total asi q es ARRECHISIMO prestarle atencion y concentrarse x mas ganas q le metas. los parciales son pendejamente dificiles sin importar lo muchisimo q estudies. yo trataria d evitar esta clase ps.,MEDIO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Profe chistoso. Medio raro, pero da el tema de una forma interesante. Parciales de respuestas cortas que van directo al grano y te da cierto margen de error con las respuestas. ¡¡¡Volvería a meter clase con él!!!",BAJO,INTEGRACIÓN INTERPERSONAL | DESARROLLO DEL CONOCIMIENTO | PROCESOS DE EVALUACIÓN
